version 1.000000
type 1
element vertex 35947
vertex: 0.0296673 0.0591775 0.0410177
vertex: 0.0305372 0.0592022 0.0405121
vertex: 0.0314319 0.059214 0.0400505
vertex: 0.0323433 0.0592178 0.0396143
vertex: 0.033177 0.0592197 0.0390624
vertex: 0.0338995 0.0591949 0.0383404
vertex: 0.0346034 0.0592134 0.0376264
vertex: 0.035265 0.0591791 0.0368077
vertex: 0.0358939 0.0591552 0.0359628
vertex: 0.0364442 0.0590953 0.0349595
vertex: 0.03698 0.0590759 0.0339965
vertex: 0.0375229 0.0590309 0.0330268
vertex: 0.0380982 0.0589726 0.0320786
vertex: 0.0387801 0.058953 0.031306
vertex: -0.0551272 0.0478339 0.0400497
vertex: -0.00144558 0.106667 0.0437112
vertex: -0.0636907 0.124164 0.0466174
vertex: -0.0631629 0.124137 0.0456282
vertex: -0.0625935 0.12412 0.0446596
vertex: -0.0620012 0.1241 0.0437622
vertex: -0.0486707 0.147744 0.0101492
vertex: 0.0455115 0.0861913 0.0171661
vertex: -0.0929641 0.121523 0.0342815
vertex: -0.0721389 0.12842 0.0519775
vertex: 0.0512217 0.0595245 0.030012
vertex: 0.0521127 0.0595383 0.0295528
vertex: 0.0529677 0.0595446 0.0290441
vertex: 0.0538026 0.0595499 0.0284925
vertex: 0.0545625 0.0595427 0.0278248
vertex: 0.0552547 0.0595292 0.0270628
vertex: 0.0558536 0.0594884 0.0261475
vertex: 0.0564645 0.0594668 0.0252844
vertex: 0.0571049 0.0594437 0.0244408
vertex: 0.0577316 0.0594186 0.0235899
vertex: 0.0583601 0.0593964 0.0227402
vertex: 0.0589085 0.0593684 0.0217913
vertex: 0.0317135 0.0955631 0.0407455
vertex: -0.0572856 0.125533 0.0399888
vertex: -0.0299241 0.172727 -0.00652243
vertex: 0.0397718 0.0940445 0.031303
vertex: -0.0548894 0.136747 0.0311423
vertex: -0.0733475 0.129801 0.0519745
vertex: -0.040383 0.152127 0.00460721
vertex: 0.0395925 0.0979794 0.0293107
vertex: 0.0377275 0.0928421 0.0353087
vertex: 0.00646432 0.110948 0.0411124
vertex: -0.0268549 0.175688 -0.00910606
vertex: -0.0213358 0.165379 -0.00997448
vertex: 0.0319133 0.103439 0.0357737
vertex: -0.0569748 0.146758 0.0317266
vertex: -0.0476647 0.15359 0.00991943
vertex: -0.011137 0.171308 -0.0197957
vertex: -0.0593537 0.140997 0.0335026
vertex: -0.0701665 0.143936 0.0443089
vertex: 0.022957 0.0981907 0.0456622
vertex: -0.0550692 0.121281 0.0379498
vertex: 0.0454926 0.0875897 0.015162
vertex: 0.0270163 0.115378 0.0322111
vertex: -0.0679334 0.145349 0.0422649
vertex: -0.0355718 0.165308 -0.0024565
vertex: -0.0567507 0.13816 0.0319811
vertex: -0.011686 0.178646 -0.0240587
vertex: -0.0876501 0.0954829 0.0054069
vertex: -0.0397906 0.162354 0.00198884
vertex: -0.034444 0.159452 0.00265373
vertex: 0.0458295 0.0890233 0.00817039
vertex: -0.0640539 0.142491 0.0390245
vertex: -0.0650134 0.13537 0.0410634
vertex: -0.0925078 0.121485 0.0292837
vertex: 0.0449523 0.0945963 0.00616781
vertex: -0.0735699 0.131215 0.0516643
vertex: 0.0284451 0.114053 0.0325229
vertex: 0.0275851 0.114088 0.0330397
vertex: 0.0403422 0.10564 0.0161674
vertex: 0.0448755 0.0917539 0.00218552
vertex: 0.0364251 0.0840505 -0.0167267
vertex: -0.0731261 0.154051 -0.0329012
vertex: -0.0681029 0.138305 0.0455026
vertex: -0.00787685 0.105931 -0.0227718
vertex: -0.0344162 0.168264 -0.00253059
vertex: 0.00638417 0.060281 0.0547831
vertex: 0.00728906 0.0602827 0.0543511
vertex: 0.00824317 0.0602927 0.0539848
vertex: 0.0090211 0.0602846 0.0533569
vertex: 0.00985328 0.0602892 0.0527986
vertex: 0.0107752 0.0603237 0.0523688
vertex: 0.0116378 0.0603198 0.0518663
vertex: 0.0123855 0.0603174 0.0511841
vertex: 0.0132697 0.0603324 0.0507028
vertex: 0.014169 0.0603418 0.050255
vertex: 0.0151319 0.0603601 0.0498992
vertex: 0.0161292 0.0604031 0.0495734
vertex: 0.017085 0.0604224 0.0492086
vertex: 0.0180964 0.0604579 0.0488964
vertex: 0.0191745 0.060499 0.0487078
vertex: 0.0201512 0.0605237 0.0483852
vertex: 0.0211099 0.0605491 0.0480139
vertex: 0.0219313 0.0605513 0.0474343
vertex: 0.0226823 0.0605452 0.0467602
vertex: 0.023391 0.0605296 0.0460187
vertex: 0.0241246 0.0605253 0.0453245
vertex: 0.0249679 0.0605263 0.0447882
vertex: 0.0258836 0.0605349 0.0443599
vertex: 0.0268259 0.0605622 0.0439609
vertex: 0.0276605 0.0605608 0.0434107
vertex: 0.0283556 0.0605487 0.0426528
vertex: 0.0290367 0.060539 0.0418753
vertex: 0.029813 0.0605585 0.0412449
vertex: 0.0306718 0.0605569 0.0407187
vertex: 0.0315748 0.0605586 0.0402762
vertex: 0.0325363 0.0605817 0.0399114
vertex: 0.0333786 0.06058 0.0393695
vertex: 0.0341142 0.0605859 0.0386759
vertex: 0.0348151 0.0605689 0.0379285
vertex: 0.0355013 0.0605581 0.0371681
vertex: 0.0361371 0.0605355 0.0363255
vertex: 0.0367672 0.0605146 0.0354804
vertex: 0.0373089 0.0604869 0.0345236
vertex: 0.0378012 0.0604211 0.0334272
vertex: 0.0383551 0.0603737 0.0324667
vertex: 0.0388894 0.060327 0.0314833
vertex: 0.0395752 0.0602985 0.0307005
vertex: 0.0403564 0.0602895 0.0300713
vertex: -0.0444606 0.147723 0.0056898
vertex: -0.0617795 0.126914 0.0422805
vertex: -0.0624532 0.126929 0.0430601
vertex: -0.0630295 0.126909 0.044075
vertex: -0.063605 0.126943 0.0449774
vertex: -0.0641619 0.126957 0.0459503
vertex: -0.0591241 0.1154 0.0371963
vertex: -0.0490056 0.122549 0.0307687
vertex: 0.0511508 0.0608575 0.0299274
vertex: 0.0520606 0.0608742 0.0294954
vertex: 0.0529468 0.0608894 0.0290245
vertex: 0.0537838 0.0608937 0.0284739
vertex: 0.0545857 0.0608947 0.0278753
vertex: 0.0553162 0.0608807 0.0271604
vertex: 0.0560044 0.0608622 0.0263962
vertex: 0.0566532 0.0608369 0.0255651
vertex: 0.0572801 0.0608152 0.0247108
vertex: 0.0578867 0.0607943 0.0238444
vertex: 0.0584586 0.0607609 0.022909
vertex: 0.0589875 0.0607291 0.021951
vertex: 0.0390425 0.0953983 0.0320312
vertex: -0.0629848 0.136718 0.0370028
vertex: 0.0350602 0.0968439 0.0368099
vertex: 0.0316669 0.110076 0.0318865
vertex: -0.026115 0.158145 -0.00104516
vertex: -0.0535658 0.132546 0.0330634
vertex: -0.0288774 0.169748 -0.00856256
vertex: -0.0690092 0.122845 0.052951
vertex: 0.0393029 0.10195 0.0270711
vertex: 0.0387947 0.101959 0.0281808
vertex: -0.0249373 0.175681 -0.0116247
vertex: -0.0223022 0.165377 -0.00961273
vertex: -0.0659739 0.131145 -0.00872206
vertex: -0.0577187 0.146758 0.0323537
vertex: -0.0711231 0.141136 0.0464522
vertex: 0.0417112 0.0986332 0.0241669
vertex: -0.0701785 0.136914 0.0477863
vertex: -0.065551 0.112475 0.040245
vertex: -0.0831639 0.108847 0.00132792
vertex: -0.0473203 0.122487 0.0279328
vertex: -0.0507263 0.122615 0.0336033
vertex: 0.00801932 0.113693 0.0398597
vertex: -0.0630414 0.149018 -0.0195802
vertex: 0.0454314 0.088986 0.0031764
vertex: -0.0478947 0.122501 0.0288841
vertex: -0.011074 0.178648 -0.0249266
vertex: -0.0942962 0.120123 0.0192891
vertex: -0.0391691 0.162354 0.00112683
vertex: -0.0358778 0.159506 0.00240863
vertex: 0.0406232 0.0953057 0.0289912
vertex: -0.0646755 0.142507 0.0398915
vertex: -0.0695564 0.114278 0.0502908
vertex: 0.0377103 0.0955073 -0.00984226
vertex: -0.053938 0.138144 0.0289679
vertex: -0.0882785 0.102304 0.00940329
vertex: -0.0611441 0.169381 -0.0576009
vertex: -0.0615988 0.156867 -0.0225865
vertex: -0.0552402 0.138165 0.0306253
vertex: -0.043783 0.147719 0.00491206
vertex: -0.0718355 0.0757492 0.0369191
vertex: -0.0688238 0.1383 0.0462399
vertex: -0.0530781 0.119794 0.0354828
vertex: -0.0587859 0.118384 0.0394982
vertex: 0.0456793 0.0890097 0.00617442
vertex: -0.0516452 0.119776 0.0340339
vertex: 0.00766079 0.0616753 0.0549139
vertex: 0.00860516 0.061703 0.0545256
vertex: 0.00946449 0.0616923 0.0540126
vertex: 0.0102284 0.0616887 0.0533551
vertex: 0.0109283 0.0616839 0.0526314
vertex: 0.0116633 0.0616767 0.0519085
vertex: 0.0125203 0.0616669 0.0514026
vertex: 0.0134639 0.0616949 0.0510096
vertex: 0.0144567 0.0617415 0.0506755
vertex: 0.0153695 0.0617406 0.0502582
vertex: 0.016314 0.061771 0.0498607
vertex: 0.0172046 0.061784 0.0493931
vertex: 0.0181009 0.0617863 0.0489038
vertex: 0.0190254 0.061825 0.0484929
vertex: 0.0200527 0.0618555 0.0482337
vertex: 0.0210051 0.0618768 0.0478546
vertex: 0.0218954 0.061892 0.0473866
vertex: 0.0226817 0.0618915 0.0467691
vertex: 0.0234288 0.0618809 0.0460892
vertex: 0.0241305 0.0618675 0.0453428
vertex: 0.0250243 0.0618819 0.0448807
vertex: 0.0259713 0.0619044 0.0444933
vertex: 0.026913 0.0619271 0.0440949
vertex: 0.0277553 0.0619298 0.0435605
vertex: 0.0285114 0.0619268 0.0428923
vertex: 0.0292021 0.0619142 0.0421314
vertex: 0.0299135 0.0618945 0.0413957
vertex: 0.0307935 0.0619124 0.0409121
vertex: 0.0317346 0.0619381 0.0405155
vertex: 0.0326592 0.0619445 0.0401066
vertex: 0.033494 0.0619462 0.0395497
vertex: 0.0342924 0.0619556 0.0389482
vertex: 0.0349985 0.0619413 0.0382049
vertex: 0.0356753 0.0619319 0.0374332
vertex: 0.0363022 0.0619082 0.0365841
vertex: 0.0369413 0.0618853 0.0357448
vertex: 0.0375704 0.0618629 0.0348997
vertex: 0.0380924 0.0618152 0.0338774
vertex: 0.0386074 0.0617702 0.0328492
vertex: 0.0391514 0.0617239 0.0318804
vertex: 0.0396969 0.0616754 0.0309066
vertex: 0.0403147 0.061632 0.0300225
vertex: 0.0458685 0.0862133 0.0111669
vertex: 0.0290304 0.0968725 0.0421292
vertex: -0.0621699 0.128298 0.0417254
vertex: -0.0613599 0.128292 0.04114
vertex: -0.0605051 0.128314 0.040613
vertex: -0.059558 0.128315 0.0402204
vertex: -0.0586682 0.128313 0.0397417
vertex: -0.066886 0.129814 0.0472408
vertex: -0.04812 0.128214 0.028687
vertex: 0.0519577 0.0621966 0.0293389
vertex: 0.0528574 0.0622185 0.0288955
vertex: 0.0537262 0.0622241 0.0283948
vertex: 0.0545285 0.0622324 0.0277996
vertex: 0.0553211 0.0622297 0.0271921
vertex: 0.0560342 0.0622175 0.0264602
vertex: 0.0567172 0.0621967 0.0256596
vertex: 0.0573764 0.0621793 0.0248727
vertex: 0.0579498 0.0621469 0.0239372
vertex: 0.0585035 0.0621132 0.0229868
vertex: 0.0589788 0.062133 0.0220601
vertex: -0.0541694 0.136721 0.0304424
vertex: -0.0630463 0.113863 0.0385547
vertex: -0.0447414 0.149173 0.00704529
vertex: -0.028552 0.159576 0.000695282
vertex: 0.0245994 0.0981921 0.0445203
vertex: -0.0165839 0.159908 -0.00982549
vertex: -0.0649816 0.114139 0.0429675
vertex: 0.035697 0.096801 0.0360155
vertex: -0.0645154 0.121409 0.0489254
vertex: -0.0693724 0.136902 0.0471868
vertex: -0.024223 0.17569 -0.0123366
vertex: -0.023212 0.165344 -0.00918469
vertex: 0.00863383 0.115058 0.0390007
vertex: -0.0583932 0.146765 0.0331817
vertex: -0.0702082 0.141157 0.0460159
vertex: 0.0417109 0.0957641 -0.00380547
vertex: -0.0650996 0.115729 0.046366
vertex: 0.0101968 0.116422 0.0377394
vertex: -0.013346 0.168342 -0.0159797
vertex: -0.0281377 0.171231 -0.00924208
vertex: 0.034067 0.0981569 0.0371457
vertex: -0.0153586 0.171251 -0.0171482
vertex: -0.0533672 0.143136 0.0253913
vertex: -0.053656 0.116868 0.0345992
vertex: -0.0150865 0.162585 -0.00969001
vertex: -0.010533 0.178644 -0.025906
vertex: -0.0269131 0.180109 -0.00739997
vertex: -0.0302254 0.162455 -0.00347789
vertex: -0.033406 0.159477 0.0024166
vertex: 0.0333858 0.103442 0.0343819
vertex: -0.0633642 0.142485 0.0383017
vertex: -0.0688326 0.13265 0.047942
vertex: 0.0395325 0.105566 0.0221621
vertex: -0.0545656 0.13815 0.0298405
vertex: -0.0680338 0.142566 0.0438693
vertex: -0.0704322 0.13832 0.0474328
vertex: -0.0606083 0.118309 0.0403758
vertex: 0.00564306 0.109569 0.0416563
vertex: -0.0392773 0.153597 0.0044688
vertex: -0.0696099 0.138316 0.0468524
vertex: -0.0916942 0.124053 0.00727726
vertex: -0.0162544 0.183109 -0.0200888
vertex: -0.0635183 0.159851 -0.052592
vertex: -0.00135222 0.101336 0.0444015
vertex: 0.00692319 0.0630369 0.0555875
vertex: 0.0079329 0.0630739 0.055296
vertex: 0.00890036 0.0630937 0.0549611
vertex: 0.00979876 0.0631089 0.0545118
vertex: 0.010569 0.0630758 0.0538717
vertex: 0.0111874 0.0630268 0.0529412
vertex: 0.0119148 0.0630446 0.0522963
vertex: 0.0129339 0.063079 0.0520141
vertex: 0.0138934 0.0631004 0.0516475
vertex: 0.0147818 0.0631153 0.0511723
vertex: 0.0156625 0.0631375 0.0506866
vertex: 0.0165486 0.0631544 0.0502063
vertex: 0.0173793 0.0631583 0.049653
vertex: 0.0182222 0.0631608 0.0491228
vertex: 0.0189895 0.0631559 0.0484766
vertex: 0.0198889 0.0631747 0.0480195
vertex: 0.0208176 0.0631975 0.0476002
vertex: 0.0217176 0.0632088 0.0471364
vertex: 0.0225815 0.0632207 0.0466294
vertex: 0.02338 0.0632213 0.0460213
vertex: 0.0241356 0.0632152 0.0453534
vertex: 0.0250125 0.0632249 0.0448766
vertex: 0.0259569 0.0632491 0.0444844
vertex: 0.0268989 0.0632714 0.044083
vertex: 0.0277812 0.063284 0.0436054
vertex: 0.0285711 0.0632767 0.0429905
vertex: 0.0293196 0.0632732 0.0423131
vertex: 0.0300578 0.0632721 0.0416198
vertex: 0.0308902 0.0632769 0.0410591
vertex: 0.0317544 0.0632771 0.0405733
vertex: 0.0327193 0.0632979 0.0402054
vertex: 0.0335961 0.0633113 0.0397473
vertex: 0.0344101 0.0633165 0.0391255
vertex: 0.0351494 0.0633173 0.038442
vertex: 0.0358388 0.063303 0.0376893
vertex: 0.0364696 0.0632797 0.0368445
vertex: 0.0370985 0.0632585 0.0359995
vertex: 0.0377191 0.0632143 0.0350986
vertex: 0.0383109 0.0632029 0.0342252
vertex: 0.038908 0.0631632 0.033303
vertex: 0.0394641 0.063132 0.032359
vertex: 0.03989 0.0630598 0.0312004
vertex: 0.0403936 0.0629925 0.0301493
vertex: 0.0356702 0.108162 -0.00482135
vertex: 0.0372258 0.108268 -0.000834485
vertex: -0.0119403 0.171322 -0.0192115
vertex: -0.0609535 0.135292 0.0364528
vertex: -0.0618596 0.135275 0.0369058
vertex: -0.0626699 0.13529 0.0374908
vertex: -0.0633856 0.13531 0.0381918
vertex: -0.0639806 0.135327 0.039077
vertex: 0.0194941 0.107309 0.0406484
vertex: 0.0516914 0.0635003 0.0289607
vertex: 0.0526393 0.0635217 0.0285801
vertex: 0.0535357 0.0635428 0.028124
vertex: 0.0544233 0.0635568 0.0276516
vertex: 0.0552187 0.0635647 0.027041
vertex: 0.0559752 0.0635544 0.0263749
vertex: 0.0566888 0.0635446 0.0256358
vertex: 0.0573405 0.0635192 0.0248021
vertex: 0.0579353 0.0634887 0.0239229
vertex: 0.0584978 0.0634546 0.0229811
vertex: -0.0645108 0.135348 0.0400634
vertex: -0.068364 0.143961 0.043402
vertex: 0.0387628 0.10462 0.0262683
vertex: -0.0528151 0.132539 0.0323863
vertex: -0.0440117 0.149183 0.00634807
vertex: -0.0111277 0.166928 -0.0162357
vertex: -0.0290239 0.0918566 -0.0266024
vertex: -0.0171613 0.159788 -0.00903074
vertex: -0.0157849 0.172748 -0.017746
vertex: -0.00234233 0.10113 0.044176
vertex: -0.0583717 0.138143 0.0331568
vertex: -0.0234602 0.17569 -0.0129988
vertex: -0.0241715 0.165363 -0.00880477
vertex: 0.00772266 0.115023 0.0394097
vertex: -0.0588318 0.146817 0.0344225
vertex: -0.0693319 0.141141 0.045512
vertex: -0.0683563 0.134056 0.04686
vertex: -0.0642262 0.115635 0.0441038
vertex: 0.00922858 0.116392 0.0380826
vertex: -0.0142459 0.168321 -0.0155387
vertex: -0.0451757 0.14769 0.00639824
vertex: -0.0886066 0.113065 0.00725433
vertex: 0.0168316 0.0926978 0.0490711
vertex: -0.0688215 0.145351 0.0427408
vertex: -0.0538049 0.0486373 0.0382673
vertex: -0.0143444 0.162546 -0.0104323
vertex: 0.0311691 0.0942449 0.0417029
vertex: 0.0211901 0.113994 0.0360983
vertex: -0.0331365 0.162399 -0.0024379
vertex: -0.0314011 0.159502 0.00180977
vertex: 0.0395378 0.100622 0.0273876
vertex: -0.0609595 0.142497 0.0365005
vertex: -0.069561 0.132665 0.0486469
vertex: 0.0390778 0.105565 0.0241719
vertex: -0.0458268 0.125298 0.0247658
vertex: 0.0354218 0.100763 0.0338403
vertex: -0.0558569 0.135328 0.0332838
vertex: -0.0171147 0.161213 -0.00734926
vertex: -0.0506513 0.150706 0.0125676
vertex: 0.0390714 0.108406 0.0131668
vertex: -0.081854 0.0937329 -0.00756112
vertex: -0.0510104 0.149266 0.0138316
vertex: -0.080771 0.105947 -0.00458985
vertex: -0.0147199 0.184604 -0.0232088
vertex: 0.0209137 0.102084 0.0444516
vertex: 0.0189959 0.104672 0.0434338
vertex: 0.0111403 0.105858 -0.0199086
vertex: 0.00894636 0.0644445 0.055029
vertex: 0.0098313 0.0644618 0.0545535
vertex: 0.0106165 0.0644536 0.0539383
vertex: 0.0113423 0.0644371 0.0532354
vertex: 0.0122384 0.0644368 0.0527864
vertex: 0.0132903 0.0644915 0.0525417
vertex: 0.0142425 0.0645148 0.0521595
vertex: 0.0151151 0.0645034 0.0516546
vertex: 0.0158912 0.0644868 0.0510299
vertex: 0.0166896 0.0645037 0.050425
vertex: 0.0175453 0.0645325 0.0499023
vertex: 0.0183954 0.0645286 0.0493775
vertex: 0.0191746 0.064523 0.0487473
vertex: 0.0199305 0.0645206 0.0480779
vertex: 0.0207575 0.0645289 0.0475184
vertex: 0.0215982 0.0645366 0.046975
vertex: 0.0224361 0.0645464 0.046427
vertex: 0.0232549 0.0645506 0.0458531
vertex: 0.0240878 0.0645552 0.0452968
vertex: 0.0249807 0.0645674 0.0448324
vertex: 0.0258782 0.0645831 0.0443789
vertex: 0.02686 0.0646091 0.0440244
vertex: 0.0277273 0.0646184 0.0435417
vertex: 0.0285947 0.0646316 0.0430307
vertex: 0.0293752 0.0646271 0.0424024
vertex: 0.0301266 0.0646197 0.0417292
vertex: 0.0309421 0.0646254 0.0411415
vertex: 0.0317796 0.0647744 0.0406274
vertex: 0.0327247 0.0646521 0.0402099
vertex: 0.0336503 0.0646637 0.0398008
vertex: 0.0344933 0.0646793 0.0392567
vertex: 0.0352313 0.064664 0.0385641
vertex: 0.0359549 0.0646627 0.0378653
vertex: 0.0366123 0.064635 0.0370437
vertex: 0.0372523 0.0646113 0.0362056
vertex: 0.0378584 0.0645918 0.0353403
vertex: 0.0384287 0.064558 0.0344028
vertex: 0.0390555 0.064539 0.0335561
vertex: 0.0396386 0.064502 0.0326274
vertex: 0.0400501 0.0644468 0.0314841
vertex: 0.0404558 0.0643575 0.0302495
vertex: 0.0409886 0.0643095 0.0292691
vertex: 0.0416741 0.0642804 0.0284921
vertex: 0.0424682 0.0642865 0.0278791
vertex: 0.0253647 0.107408 0.0385761
vertex: -0.0656743 0.138242 0.0419702
vertex: -0.0651151 0.138224 0.0409979
vertex: -0.0645614 0.138204 0.0400205
vertex: -0.0640566 0.138182 0.0390191
vertex: -0.0635813 0.138158 0.0379352
vertex: 0.0263222 0.107421 0.038207
vertex: 0.0523558 0.0647992 0.0281407
vertex: 0.053298 0.0648217 0.0277585
vertex: 0.0541591 0.0648613 0.0272743
vertex: 0.0550352 0.064867 0.0267865
vertex: 0.0558147 0.064873 0.0261542
vertex: 0.056541 0.064854 0.0254614
vertex: 0.0572159 0.0648465 0.024658
vertex: 0.0578503 0.0648244 0.0238145
vertex: 0.0584157 0.0647883 0.022872
vertex: 0.0589424 0.064749 0.0219118
vertex: 0.059454 0.0647075 0.0208869
vertex: -0.0228186 0.161021 -0.00330981
vertex: 0.0384382 0.0954258 0.0328906
vertex: -0.0455156 0.14919 0.00769333
vertex: -0.0489525 0.123989 0.0308621
vertex: -0.0765303 0.0961207 -0.0124976
vertex: -0.0526525 0.152155 0.0150192
vertex: -0.00382186 0.102465 0.0438439
vertex: 0.0435599 0.0987371 0.0131605
vertex: -0.01542 0.16691 -0.0137031
vertex: -0.0227031 0.175691 -0.0136597
vertex: -0.0251232 0.165382 -0.00841584
vertex: 0.0272256 0.10745 0.0377741
vertex: -0.0592557 0.146819 0.0355066
vertex: -0.0685122 0.141137 0.0449382
vertex: -0.0690362 0.134069 0.0476421
vertex: -0.063822 0.115596 0.0429106
vertex: 0.00821862 0.116409 0.0384227
vertex: 0.0280941 0.107442 0.0372758
vertex: 0.0289072 0.10744 0.0367037
vertex: 0.0364086 0.0854455 -0.0167057
vertex: -0.0504088 0.153575 0.0112235
vertex: -0.0222119 0.158173 -0.00418672
vertex: 0.0296356 0.107455 0.0360045
vertex: -0.0211595 0.178661 -0.0149212
vertex: 0.0202943 0.113982 0.0365633
vertex: -0.0321751 0.162395 -0.00280539
vertex: -0.0405048 0.15944 0.00272423
vertex: -0.0413443 0.159411 0.00325579
vertex: -0.0487462 0.118344 0.031163
vertex: -0.0602206 0.142504 0.0358229
vertex: -0.0719982 0.132651 0.0504199
vertex: 0.0388075 0.10554 0.0251669
vertex: -0.0463216 0.125305 0.0258345
vertex: 0.0372771 0.100696 0.0312566
vertex: -0.0550975 0.13533 0.0326236
vertex: 0.0303546 0.107428 0.0353018
vertex: 0.0310626 0.107429 0.0345663
vertex: -0.0199842 0.183117 -0.0149159
vertex: -0.037643 0.153612 0.00331291
vertex: -0.0342528 0.161016 -0.000502552
vertex: 0.0317406 0.107408 0.0337947
vertex: -0.0658919 0.11864 0.0504465
vertex: 0.0375072 0.103901 -0.00584413
vertex: -0.015926 0.178652 -0.0196554
vertex: 0.0323761 0.107397 0.032947
vertex: 0.0330114 0.107386 0.0320976
vertex: 0.00980894 0.0658051 0.0545289
vertex: 0.0106377 0.0658124 0.0539651
vertex: 0.0114981 0.0658063 0.0534716
vertex: 0.0125705 0.0658518 0.0532694
vertex: 0.0135851 0.0658847 0.0529797
vertex: 0.0144807 0.0658974 0.0525165
vertex: 0.0152433 0.0658912 0.0518711
vertex: 0.0160126 0.0658829 0.0512178
vertex: 0.0168274 0.0658911 0.0506364
vertex: 0.0176716 0.0658898 0.0500991
vertex: 0.0185331 0.065881 0.0495848
vertex: 0.0194077 0.0659 0.0490938
vertex: 0.0201466 0.0658754 0.0483972
vertex: 0.0209269 0.0658956 0.0477693
vertex: 0.0216497 0.065881 0.0470485
vertex: 0.0223728 0.0658814 0.0463438
vertex: 0.0231843 0.0658868 0.0457612
vertex: 0.0240158 0.0658883 0.0452055
vertex: 0.0249025 0.0659023 0.0447242
vertex: 0.0258384 0.0659192 0.0443144
vertex: 0.0267481 0.0659374 0.0438828
vertex: 0.0276466 0.0659543 0.0434322
vertex: 0.0285253 0.065965 0.0429423
vertex: 0.0293518 0.0659692 0.0423806
vertex: 0.0301634 0.0659717 0.0417895
vertex: 0.0309495 0.065969 0.041175
vertex: 0.0318042 0.0661523 0.0406683
vertex: 0.0327067 0.0659933 0.0401778
vertex: 0.033595 0.0660055 0.039722
vertex: 0.0344601 0.0660136 0.0392214
vertex: 0.035272 0.0660164 0.0386352
vertex: 0.0359859 0.0660034 0.0379002
vertex: 0.0366758 0.0659888 0.0371374
vertex: 0.0373151 0.0659642 0.0362985
vertex: 0.0379519 0.0659398 0.0354557
vertex: 0.038582 0.0659177 0.034606
vertex: 0.0391807 0.0658814 0.0336832
vertex: 0.0397392 0.0658643 0.0327972
vertex: 0.0401246 0.0657991 0.0315825
vertex: 0.0405117 0.0657145 0.0303349
vertex: 0.0410401 0.0656705 0.029359
vertex: 0.0416085 0.0656213 0.0284032
vertex: 0.0422961 0.0655994 0.0276352
vertex: 0.0336777 0.107392 0.0312726
vertex: -0.0680503 0.114246 0.0489904
vertex: 0.0404169 0.104204 0.0201615
vertex: -0.0945117 0.124183 0.0222757
vertex: -0.0918785 0.141976 0.0181723
vertex: 0.00739775 0.110951 0.0406753
vertex: -0.0220459 0.166878 -0.0109827
vertex: 0.0343886 0.107359 0.0305696
vertex: 0.0350466 0.107363 0.0297386
vertex: 0.0538716 0.0661448 0.0268494
vertex: 0.0547452 0.0661481 0.0263648
vertex: 0.0555832 0.0661715 0.0258304
vertex: 0.0562967 0.0661688 0.0251012
vertex: 0.0569921 0.0661536 0.0243514
vertex: 0.0576451 0.0661396 0.0235216
vertex: 0.0582502 0.0661055 0.0226582
vertex: 0.0588141 0.0660698 0.0217199
vertex: 0.0593498 0.066038 0.0207029
vertex: -0.0193156 0.162502 -0.00702982
vertex: -0.0183092 0.162495 -0.00732366
vertex: -0.0896326 0.092928 0.0134378
vertex: -0.0286777 0.158132 0.000508817
vertex: -0.0411616 0.152146 0.00524032
vertex: 0.0234256 0.0994865 0.0445818
vertex: 0.0145806 0.0953173 0.0493246
vertex: -0.0250378 0.174204 -0.0117666
vertex: -0.0310269 0.122601 -0.0056394
vertex: 0.00826283 0.110977 0.0402103
vertex: -0.0262483 0.175689 -0.00998917
vertex: -0.0278862 0.165359 -0.00713919
vertex: 0.0356733 0.107346 0.028881
vertex: -0.0616087 0.146812 0.0373554
vertex: 0.02687 0.0981666 0.0425225
vertex: -0.0713393 0.134067 0.0496215
vertex: -0.0634008 0.115527 0.0417242
vertex: -0.0619683 0.12268 0.0437909
vertex: 0.00727028 0.11232 0.040519
vertex: 0.00823253 0.112336 0.0401545
vertex: 0.026785 0.0955535 0.0441601
vertex: -0.0642124 0.145356 0.038849
vertex: 0.0363312 0.107346 0.0280412
vertex: 0.0369412 0.107321 0.0271722
vertex: -0.0204109 0.178661 -0.0155986
vertex: 0.0435098 0.098719 0.0141568
vertex: -0.0312005 0.162424 -0.00314295
vertex: 0.0375 0.107296 0.0262149
vertex: -0.0501563 0.11976 0.0326732
vertex: -0.0697019 0.142554 0.0449861
vertex: -0.0618022 0.142496 0.0370478
vertex: -0.0728584 0.132623 0.0509226
vertex: 0.0455125 0.0918121 0.0101608
vertex: -0.0468272 0.125328 0.0268353
vertex: 0.0452718 0.0917995 0.0131601
vertex: 0.0451896 0.0875706 0.0191665
vertex: -0.0188178 0.158773 -0.00942574
vertex: 0.0199962 0.120682 0.0326204
vertex: 0.0190263 0.120653 0.0329746
vertex: -0.0164884 0.161116 -0.0081783
vertex: -0.0512269 0.150712 0.0135153
vertex: 0.0272712 0.0929162 0.0448522
vertex: -0.0665361 0.11864 0.0512424
vertex: 0.0413993 0.0942972 -0.00577735
vertex: -0.0583279 0.116979 0.0383609
vertex: -0.0676248 0.117206 0.0513943
vertex: -0.0626788 0.119898 0.0446407
vertex: -0.0543257 0.121248 0.0372193
vertex: 0.0107631 0.0671702 0.0541647
vertex: 0.0117494 0.0671858 0.0538619
